Date,Adj Close
2003-01-01,792.215
2003-01-02,811.357
2003-01-03,813.908
2003-01-06,829.408
2003-01-07,822.022
2003-01-08,809.471
2003-01-09,822.243
2003-01-10,824.474
2003-01-13,824.671
2003-01-14,830.673
2003-01-15,821.253
2003-01-16,818.893
2003-01-17,808.766
2003-01-20,804.794
2003-01-21,795.879
2003-01-22,786.962
2003-01-23,792.893
2003-01-24,777.969
2003-01-27,761.209
2003-01-28,766.396
2003-01-29,769.991
2003-01-30,762.445
2003-01-31,767.478
2003-02-03,774.548
2003-02-04,764.514
2003-02-05,765.281
2003-02-06,756.983
2003-02-07,750.077
2003-02-10,750.648
2003-02-11,750.675
2003-02-12,742.731
2003-02-13,742.415
2003-02-14,754.254
2003-02-17,758.101
2003-02-18,768.08
2003-02-19,761.159
2003-02-20,757.089
2003-02-21,763.519
2003-02-24,753.139
2003-02-25,747.713
2003-02-26,741.42
2003-02-27,746.792
2003-02-28,752.864
2003-03-03,752.712
2003-03-04,742.542
2003-03-05,745.768
2003-03-06,739.075
2003-03-07,737.976
2003-03-10,721.252
2003-03-11,716.176
2003-03-12,710.794
2003-03-13,732.313
2003-03-14,740.352
2003-03-17,760.214
2003-03-18,762.883
2003-03-19,768.823
2003-03-20,770.799
2003-03-21,785.873
2003-03-24,764.795
2003-03-25,771.798
2003-03-26,770.102
2003-03-27,766.602
2003-03-28,762.954
2003-03-31,748.628
2003-04-01,756.638
2003-04-02,773.24
2003-04-03,771.598
2003-04-04,774.865
2003-04-07,782.854
2003-04-08,778.792
2003-04-09,771.811
2003-04-10,772.938
2003-04-11,770.296
2003-04-14,781.179
2003-04-15,789.094
2003-04-16,782.68
2003-04-17,792.656
2003-04-18,792.766
2003-04-21,790.628
2003-04-22,803.888
2003-04-23,810.797
2003-04-24,805.296
2003-04-25,794.409
2003-04-28,806.666
2003-04-29,808.136
2003-04-30,813.302
2003-05-01,814.952
2003-05-02,822.498
2003-05-05,824.163
2003-05-06,834.826
2003-05-07,830.663
2003-05-08,821.618
2003-05-09,831.394
2003-05-12,839.966
2003-05-13,838.565
2003-05-14,838.027
2003-05-15,843.04
2003-05-16,844.286
2003-05-19,826.254
2003-05-20,826.132
2003-05-21,826.243
2003-05-22,834.241
2003-05-23,836.94
2003-05-26,837.786
2003-05-27,847.74
2003-05-28,850.656
2003-05-29,852.526
2003-05-30,857.649
2003-06-02,865.511
2003-06-03,865.865
2003-06-04,875.958
2003-06-05,881.732
2003-06-06,883.293
2003-06-09,875.646
2003-06-10,879.567
2003-06-11,892.272
2003-06-12,894.314
2003-06-13,887.463
2003-06-16,903.274
2003-06-17,907.26
2003-06-18,905.355
2003-06-19,893.206
2003-06-20,894.191
2003-06-23,880.921
2003-06-24,877.849
2003-06-25,876.456
2003-06-26,877.82
2003-06-27,874.177
2003-06-30,871.066
2003-07-01,874.432
2003-07-02,886.365
2003-07-03,885.823
2003-07-04,883.658
2003-07-07,897.993
2003-07-08,898.613
2003-07-09,894.786
2003-07-10,884.992
2003-07-11,889.533
2003-07-14,897.45
2003-07-15,892.497
2003-07-16,886.413
2003-07-17,874.813
2003-07-18,881.668
2003-07-21,874.567
2003-07-22,880.354
2003-07-23,883.999
2003-07-24,885.976
2003-07-25,894.612
2003-07-28,896.437
2003-07-29,891.688
2003-07-30,886.781
2003-07-31,887.78
2003-08-01,880.789
2003-08-04,880.925
2003-08-05,872.991
2003-08-06,869.976
2003-08-07,875.533
2003-08-08,878.399
2003-08-11,882.79
2003-08-12,889.211
2003-08-13,887.78
2003-08-14,894.787
2003-08-15,895.259
2003-08-18,901.285
2003-08-19,902.644
2003-08-20,903.24
2003-08-21,904.559
2003-08-22,897.74
2003-08-25,896.485
2003-08-26,895.155
2003-08-27,897.03
2003-08-28,901.242
2003-08-29,905.324
2003-09-01,910.64
2003-09-02,916.592
2003-09-03,922.909
2003-09-04,924.453
2003-09-05,922.872
2003-09-08,931.577
2003-09-09,927.775
2003-09-10,918.011
2003-09-11,919.341
2003-09-12,922.988
2003-09-15,921.605
2003-09-16,931.848
2003-09-17,933.317
2003-09-18,944.095
2003-09-19,942.484
2003-09-22,932.745
2003-09-23,935.667
2003-09-24,925.676
2003-09-25,918.89
2003-09-26,912.188
2003-09-29,916.904
2003-09-30,909.641
2003-10-01,928.395
2003-10-02,933.326
2003-10-03,944.229
2003-10-06,946.826
2003-10-07,951.585
2003-10-08,947.361
2003-10-09,953.812
2003-10-10,956.273
2003-10-13,961.551
2003-10-14,964.298
2003-10-15,963.246
2003-10-16,967.054
2003-10-17,959.427
2003-10-20,963.094
2003-10-21,965.056
2003-10-22,953.541
2003-10-23,947.079
2003-10-24,946.114
2003-10-27,949.994
2003-10-28,960.51
2003-10-29,963.822
2003-10-30,964.589
2003-10-31,962.707
2003-11-03,966.841
2003-11-04,967.231
2003-11-05,964.089
2003-11-06,964.504
2003-11-07,967.327
2003-11-10,962.817
2003-11-11,958.324
2003-11-12,968.244
2003-11-13,972.728
2003-11-14,970.017
2003-11-17,957.911
2003-11-18,956.495
2003-11-19,957.419
2003-11-20,954.115
2003-11-21,955.978
2003-11-24,965.535
2003-11-25,968.171
2003-11-26,974.718
2003-11-27,975.697
2003-11-28,976.019
2003-12-01,988.272
2003-12-02,989.35
2003-12-03,990.53
2003-12-04,992.252
2003-12-05,987.821
2003-12-08,990.687
2003-12-09,987.476
2003-12-10,983.093
2003-12-11,989.475
2003-12-12,995.217
2003-12-15,995.878
2003-12-16,997.057
2003-12-17,997.984
2003-12-18,1007.169
2003-12-19,1008.523
2003-12-22,1012.461
2003-12-23,1015.888
2003-12-24,1016.697
2003-12-25,1016.741
2003-12-26,1018.308
2003-12-29,1028.182
2003-12-30,1032.265
2003-12-31,1036.318
2004-01-01,1036.318
2004-01-02,1038.06
2004-01-05,1051.889
2004-01-06,1054.328
2004-01-07,1052.089
2004-01-08,1059.436
2004-01-09,1056.785
2004-01-12,1058.007
2004-01-13,1054.596
2004-01-14,1059.703
2004-01-15,1056.717
2004-01-16,1059.631
2004-01-19,1060.774
2004-01-20,1065.002
2004-01-21,1072.509
2004-01-22,1073.707
2004-01-23,1071.693
2004-01-26,1073.841
2004-01-27,1069.615
2004-01-28,1061.352
2004-01-29,1053.869
2004-01-30,1052.289
2004-02-02,1055.64
2004-02-03,1057.776
2004-02-04,1048.375
2004-02-05,1051.357
2004-02-06,1064.195
2004-02-09,1065.996
2004-02-10,1069.772
2004-02-11,1076.262
2004-02-12,1078.052
2004-02-13,1074.316
2004-02-16,1075.347
2004-02-17,1085.795
2004-02-18,1082.278
2004-02-19,1079.221
2004-02-20,1070.733
2004-02-23,1070.41
2004-02-24,1067.676
2004-02-25,1067.522
2004-02-26,1066.04
2004-02-27,1068.648
2004-03-01,1081.077
2004-03-02,1074.816
2004-03-03,1069.358
2004-03-04,1074.162
2004-03-05,1082.16
2004-03-08,1075.524
2004-03-09,1071.216
2004-03-10,1055.026
2004-03-11,1037.08
2004-03-12,1041.935
2004-03-15,1030.144
2004-03-16,1039.733
2004-03-17,1049.56
2004-03-18,1050.842
2004-03-19,1043.961
2004-03-22,1030.27
2004-03-23,1028.753
2004-03-24,1025.895
2004-03-25,1039.868
2004-03-26,1039.98
2004-03-29,1052.709
2004-03-30,1055.979
2004-03-31,1059.157
2004-04-01,1068.465
2004-04-02,1073.327
2004-04-05,1077.052
2004-04-06,1075.615
2004-04-07,1074.757
2004-04-08,1073.284
2004-04-09,1071.684
2004-04-12,1075.595
2004-04-13,1064.561
2004-04-14,1056.302
2004-04-15,1054.618
2004-04-16,1062.59
2004-04-19,1062.887
2004-04-20,1054.72
2004-04-21,1052.078
2004-04-22,1061.689
2004-04-23,1063.692
2004-04-26,1063.657
2004-04-27,1064.147
2004-04-28,1048.309
2004-04-29,1042.878
2004-04-30,1035.657
2004-05-03,1041.7
2004-05-04,1049.175
2004-05-05,1053.894
2004-05-06,1041.641
2004-05-07,1025.131
2004-05-10,1001.659
2004-05-11,1008.611
2004-05-12,1012.057
2004-05-13,1009.327
2004-05-14,1006.938
2004-05-17,997.019
2004-05-18,1003.913
2004-05-19,1014.132
2004-05-20,1008.612
2004-05-21,1016.32
2004-05-24,1017.577
2004-05-25,1027.877
2004-05-26,1033.011
2004-05-27,1043.902
2004-05-28,1041.845
2004-05-31,1042.626
2004-06-01,1041.626
2004-06-02,1044.901
2004-06-03,1037.841
2004-06-04,1043.435
2004-06-07,1061.623
2004-06-08,1062.659
2004-06-09,1051.611
2004-06-10,1055.642
2004-06-11,1052.178
2004-06-14,1042.393
2004-06-15,1048.329
2004-06-16,1052.396
2004-06-17,1053.162
2004-06-18,1056.675
2004-06-21,1054.894
2004-06-22,1053.217
2004-06-23,1059.487
2004-06-24,1064.663
2004-06-25,1059.648
2004-06-28,1063.592
2004-06-29,1061.009
2004-06-30,1062.514
2004-07-01,1056.45
2004-07-02,1054.754
2004-07-05,1051.759
2004-07-06,1045.166
2004-07-07,1048.479
2004-07-08,1044.662
2004-07-09,1047.731
2004-07-12,1048.748
2004-07-13,1046.969
2004-07-14,1044.646
2004-07-15,1038.09
2004-07-16,1039.197
2004-07-19,1037.692
2004-07-20,1039.617
2004-07-21,1030.261
2004-07-22,1027.721
2004-07-23,1016.779
2004-07-26,1012.909
2004-07-27,1016.544
2004-07-28,1017.89
2004-07-29,1024.313
2004-07-30,1026.991
2004-08-02,1029.562
2004-08-03,1027.71
2004-08-04,1022.499
2004-08-05,1013.365
2004-08-06,1003.809
2004-08-09,1000.767
2004-08-10,1011.003
2004-08-11,1005.116
2004-08-12,997.726
2004-08-13,999.322
2004-08-16,1008.436
2004-08-17,1010.981
2004-08-18,1018.036
2004-08-19,1020.512
2004-08-20,1023.344
2004-08-23,1022.955
2004-08-24,1020.92
2004-08-25,1026.451
2004-08-26,1029.26
2004-08-27,1032.6
2004-08-30,1026.992
2004-08-31,1029.631
2004-09-01,1034.346
2004-09-02,1041.493
2004-09-03,1036.243
2004-09-06,1040.02
2004-09-07,1045.127
2004-09-08,1043.587
2004-09-09,1042.289
2004-09-10,1049.522
2004-09-13,1052.735
2004-09-14,1055.039
2004-09-15,1044.593
2004-09-16,1047.8
2004-09-17,1051.617
2004-09-20,1047.571
2004-09-21,1055.969
2004-09-22,1045.285
2004-09-23,1042.203
2004-09-24,1041.526
2004-09-27,1035.594
2004-09-28,1040.561
2004-09-29,1044.86
2004-09-30,1047.861
2004-10-01,1062.847
2004-10-04,1066.11
2004-10-05,1067.617
2004-10-06,1071.901
2004-10-07,1064.868
2004-10-08,1064.103
2004-10-11,1064.648
2004-10-12,1056.891
2004-10-13,1051.657
2004-10-14,1047.009
2004-10-15,1051.215
2004-10-18,1053.423
2004-10-19,1052.376
2004-10-20,1051.091
2004-10-21,1054.674
2004-10-22,1049.822
2004-10-25,1047.084
2004-10-26,1056.371
2004-10-27,1068.276
2004-10-28,1072.651
2004-10-29,1072.698
2004-11-01,1075.617
2004-11-02,1078.922
2004-11-03,1090.384
2004-11-04,1102.024
2004-11-05,1108.502
2004-11-08,1107.601
2004-11-09,1105.486
2004-11-10,1104.667
2004-11-11,1112.223
2004-11-12,1122.836
2004-11-15,1124.591
2004-11-16,1119.349
2004-11-17,1128.174
2004-11-18,1127.014
2004-11-19,1121.205
2004-11-22,1120.439
2004-11-23,1121.921
2004-11-24,1127.1
2004-11-25,1132.956
2004-11-26,1132.845
2004-11-29,1132.527
2004-11-30,1127.339
2004-12-01,1139.47
2004-12-02,1141.061
2004-12-03,1144.32
2004-12-06,1142.741
2004-12-07,1135.334
2004-12-08,1130.694
2004-12-09,1129.511
2004-12-10,1128.095
2004-12-13,1139.605
2004-12-14,1142.969
2004-12-15,1150.456
2004-12-16,1146.056
2004-12-17,1139.286
2004-12-20,1146.194
2004-12-21,1150.136
2004-12-22,1155.543
2004-12-23,1159.715
2004-12-24,1163.048
2004-12-27,1162.887
2004-12-28,1167.715
2004-12-29,1165.808
2004-12-30,1169.977
2004-12-31,1169.341
2005-01-03,1161.535
2005-01-04,1148.835
2005-01-05,1142.252
2005-01-06,1142.085
2005-01-07,1139.906
2005-01-10,1144.147
2005-01-11,1141.114
2005-01-12,1145.903
2005-01-13,1138.803
2005-01-14,1141.072
2005-01-17,1143.16
2005-01-18,1146.442
2005-01-19,1141.45
2005-01-20,1130.987
2005-01-21,1128.218
2005-01-24,1128.372
2005-01-25,1128.65
2005-01-26,1137.96
2005-01-27,1137.933
2005-01-28,1133.395
2005-01-31,1142.35
2005-02-01,1147.972
2005-02-02,1152.683
2005-02-03,1147.036
2005-02-04,1157.969
2005-02-07,1156.229
2005-02-08,1154.027
2005-02-09,1149.077
2005-02-10,1156.068
2005-02-11,1163.296
2005-02-14,1168.618
2005-02-15,1172.318
2005-02-16,1169.647
2005-02-17,1167.526
2005-02-18,1169.157
2005-02-21,1169.357
2005-02-22,1162.935
2005-02-23,1160.737
2005-02-24,1165.429
2005-02-25,1177.136
2005-02-28,1176.703
2005-03-01,1179.965
2005-03-02,1177.943
2005-03-03,1178.78
2005-03-04,1192.427
2005-03-07,1192.304
2005-03-08,1193.002
2005-03-09,1185.563
2005-03-10,1183.33
2005-03-11,1181.574
2005-03-14,1180.796
2005-03-15,1178.016
2005-03-16,1172.152
2005-03-17,1170.85
2005-03-18,1169.191
2005-03-21,1162.078
2005-03-22,1157.413
2005-03-23,1147.59
2005-03-24,1146.522
2005-03-25,1147.037
2005-03-28,1145.627
2005-03-29,1140.06
2005-03-30,1148.344
2005-03-31,1151.184
2005-04-01,1148.164
2005-04-04,1142.454
2005-04-05,1149.171
2005-04-06,1152.669
2005-04-07,1159.551
2005-04-08,1153.652
2005-04-11,1155.576
2005-04-12,1154.077
2005-04-13,1149.368
2005-04-14,1137.408
2005-04-15,1123.823
2005-04-18,1117.009
2005-04-19,1126.469
2005-04-20,1118.484
2005-04-21,1129.818
2005-04-22,1129.859
2005-04-25,1134.12
2005-04-26,1126.468
2005-04-27,1123.714
2005-04-28,1114.973
2005-04-29,1123.642
2005-05-02,1125.761
2005-05-03,1127.677
2005-05-04,1140.22
2005-05-05,1140.43
2005-05-06,1140.615
2005-05-09,1141.962
2005-05-10,1134.246
2005-05-11,1133.107
2005-05-12,1124.7
2005-05-13,1118.398
2005-05-16,1120.59
2005-05-17,1124.648
2005-05-18,1135.008
2005-05-19,1141.373
2005-05-20,1137.928
2005-05-23,1144.61
2005-05-24,1144.973
2005-05-25,1141.272
2005-05-26,1145.28
2005-05-27,1147.666
2005-05-30,1148.836
2005-05-31,1140.677
2005-06-01,1148.819
2005-06-02,1150.762
2005-06-03,1146.651
2005-06-06,1147.58
2005-06-07,1150.669
2005-06-08,1151.038
2005-06-09,1148.391
2005-06-10,1147.4
2005-06-13,1146.576
2005-06-14,1149.298
2005-06-15,1152.594
2005-06-16,1157.273
2005-06-17,1166.842
2005-06-20,1163.126
2005-06-21,1164.144
2005-06-22,1165.044
2005-06-23,1157.164
2005-06-24,1149.811
2005-06-27,1147.08
2005-06-28,1153.874
2005-06-29,1153.772
2005-06-30,1148.813
2005-07-01,1147.834
2005-07-04,1147.492
2005-07-05,1151.99
2005-07-06,1149.986
2005-07-07,1145.158
2005-07-08,1156.7
2005-07-11,1168.241
2005-07-12,1173.613
2005-07-13,1171.404
2005-07-14,1175.489
2005-07-15,1173.752
2005-07-18,1170.746
2005-07-19,1173.4
2005-07-20,1176.354
2005-07-21,1179.108
2005-07-22,1182.141
2005-07-25,1178.779
2005-07-26,1177.805
2005-07-27,1183.334
2005-07-28,1190.04
2005-07-29,1188.165
2005-08-01,1192.054
2005-08-02,1201.072
2005-08-03,1204.735
2005-08-04,1198.234
2005-08-05,1187.877
2005-08-08,1189.96
2005-08-09,1196.365
2005-08-10,1203.613
2005-08-11,1211.998
2005-08-12,1208.196
2005-08-15,1207.454
2005-08-16,1198.409
2005-08-17,1195.967
2005-08-18,1187.979
2005-08-19,1190.993
2005-08-22,1198.706
2005-08-23,1193.398
2005-08-24,1189.089
2005-08-25,1189.052
2005-08-26,1184.728
2005-08-29,1184.885
2005-08-30,1181.43
2005-08-31,1194.807
2005-09-01,1206.305
2005-09-02,1207.355
2005-09-05,1209.863
2005-09-06,1218.802
2005-09-07,1220.614
2005-09-08,1215.601
2005-09-09,1225.585
2005-09-12,1222.769
2005-09-13,1214.615
2005-09-14,1215.582
2005-09-15,1214.249
2005-09-16,1220.982
2005-09-19,1217.008
2005-09-20,1215.615
2005-09-21,1208.635
2005-09-22,1205.747
2005-09-23,1204.528
2005-09-26,1211.515
2005-09-27,1207.466
2005-09-28,1213.589
2005-09-29,1221.833
2005-09-30,1224.314
2005-10-03,1220.773
2005-10-04,1216.462
2005-10-05,1200.794
2005-10-06,1193.671
2005-10-07,1193.969
2005-10-10,1188.198
2005-10-11,1188.743
2005-10-12,1182.56
2005-10-13,1173.848
2005-10-14,1183.862
2005-10-17,1183.663
2005-10-18,1171.676
2005-10-19,1175.271
2005-10-20,1167.33
2005-10-21,1168.079
2005-10-24,1180.771
2005-10-25,1184.785
2005-10-26,1182.943
2005-10-27,1175.406
2005-10-28,1182.674
2005-10-31,1193.88
2005-11-01,1194.768
2005-11-02,1205.807
2005-11-03,1212.795
2005-11-04,1207.149
2005-11-07,1209.499
2005-11-08,1206.973
2005-11-09,1206.001
2005-11-10,1210.526
2005-11-11,1216.387
2005-11-14,1213.605
2005-11-15,1208.202
2005-11-16,1207.996
2005-11-17,1221.33
2005-11-18,1227.142
2005-11-21,1234.075
2005-11-22,1236.457
2005-11-23,1243.801
2005-11-24,1243
2005-11-25,1243.399
2005-11-28,1238.788
2005-11-29,1237.868
2005-11-30,1231.412
2005-12-01,1244.462
2005-12-02,1249.706
2005-12-05,1249.715
2005-12-06,1252.667
2005-12-07,1248.201
2005-12-08,1248.682
2005-12-09,1252.591
2005-12-12,1260.547
2005-12-13,1264.885
2005-12-14,1270.943
2005-12-15,1264.652
2005-12-16,1267.829
2005-12-19,1263.552
2005-12-20,1262.173
2005-12-21,1265.167
2005-12-22,1270.024
2005-12-23,1270.983
2005-12-26,1271.841
2005-12-27,1264.093
2005-12-28,1268.085
2005-12-29,1266.525
2005-12-30,1257.775
2006-01-02,1259.109
2006-01-03,1281.3
2006-01-04,1295.115
2006-01-05,1295.402
2006-01-06,1308.153
2006-01-09,1309.424
2006-01-10,1304.192
2006-01-11,1311.644
2006-01-12,1307.645
2006-01-13,1306.768
2006-01-16,1307.431
2006-01-17,1295.453
2006-01-18,1285.169
2006-01-19,1296.506
2006-01-20,1281.701
2006-01-23,1286.604
2006-01-24,1289.022
2006-01-25,1291.065
2006-01-26,1301.379
2006-01-27,1311.684
2006-01-30,1311.635
2006-01-31,1313.214
2006-02-01,1314.582
2006-02-02,1304.518
2006-02-03,1296.127
2006-02-06,1297.848
2006-02-07,1289.58
2006-02-08,1288.609
2006-02-09,1293.823
2006-02-10,1291.208
2006-02-13,1286.072
2006-02-14,1293.619
2006-02-15,1295.822
2006-02-16,1303.183
2006-02-17,1301.876
2006-02-20,1302.387
2006-02-21,1302.69
2006-02-22,1308.603
2006-02-23,1311.657
2006-02-24,1313.123
2006-02-27,1319.067
2006-02-28,1309.451
2006-03-01,1316.333
2006-03-02,1314.16
2006-03-03,1311.698
2006-03-06,1308.704
2006-03-07,1298.578
2006-03-08,1295.721
2006-03-09,1299.059
2006-03-10,1303.842
2006-03-13,1312.834
2006-03-14,1325.378
2006-03-15,1330.391
2006-03-16,1334.481
2006-03-17,1338.583
2006-03-20,1340.145
2006-03-21,1332.258
2006-03-22,1337.316
2006-03-23,1330.181
2006-03-24,1335.517
2006-03-27,1333.874
2006-03-28,1328.799
2006-03-29,1332.288
2006-03-30,1342.925
2006-03-31,1335.069
2006-04-03,1343.338
2006-04-04,1350.578
2006-04-05,1356.25
2006-04-06,1358.549
2006-04-07,1346.285
2006-04-10,1347.243
