Date,Adj Close
2003-01-01,1046.26
2003-01-02,1060.94
2003-01-03,1060.81
2003-01-06,1079.04
2003-01-07,1057.12
2003-01-08,1039.83
2003-01-09,1053.59
2003-01-10,1054.95
2003-01-13,1047.91
2003-01-14,1049.26
2003-01-15,1043.37
2003-01-16,1048.92
2003-01-17,1041.04
2003-01-20,1030.41
2003-01-21,1014.64
2003-01-22,1001.09
2003-01-23,1002.77
2003-01-24,991.34
2003-01-27,964.48
2003-01-28,976.54
2003-01-29,1001.83
2003-01-30,996.1
2003-01-31,1002.76
2003-02-03,1015.02
2003-02-04,1013.29
2003-02-05,1016.01
2003-02-06,994.67
2003-02-07,984.54
2003-02-10,988.36
2003-02-11,991.81
2003-02-12,975.24
2003-02-13,975.82
2003-02-14,983.3
2003-02-17,988.98
2003-02-18,1000.19
2003-02-19,992.93
2003-02-20,994.61
2003-02-21,1008.89
2003-02-24,1009.5
2003-02-25,999.06
2003-02-26,993.57
2003-02-27,995.49
2003-02-28,1000.35
2003-03-03,1008.93
2003-03-04,1004.32
2003-03-05,1008.76
2003-03-06,1001.29
2003-03-07,992.26
2003-03-10,982.32
2003-03-11,982.33
2003-03-12,953.93
2003-03-13,975.63
2003-03-14,981.97
2003-03-17,1001.95
2003-03-18,1001.53
2003-03-19,1007.32
2003-03-20,1005.88
2003-03-21,1016.84
2003-03-24,998.7
2003-03-25,1012.74
2003-03-26,1016.06
2003-03-27,1006.07
2003-03-28,1010.71
2003-03-31,992.55
2003-04-01,1008.67
2003-04-02,1008.88
2003-04-03,1005.37
2003-04-04,1011.2
2003-04-07,1016.32
2003-04-08,1005.25
2003-04-09,1004.81
2003-04-10,1002.5
2003-04-11,999.11
2003-04-14,1007.3
2003-04-15,1015.02
2003-04-16,1008.02
2003-04-17,1017.04
2003-04-18,1017.02
2003-04-21,1014.66
2003-04-22,1027.17
2003-04-23,1027.67
2003-04-24,1014.1
2003-04-25,997.89
2003-04-28,1011.89
2003-04-29,1003.66
2003-04-30,1008.73
2003-05-01,1014.82
2003-05-02,1030.24
2003-05-05,1034.88
2003-05-06,1045.22
2003-05-07,1044.56
2003-05-08,1041.66
2003-05-09,1050.2
2003-05-12,1058.78
2003-05-13,1058.08
2003-05-14,1053.11
2003-05-15,1058.08
2003-05-16,1061.74
2003-05-19,1050.25
2003-05-20,1054.21
2003-05-21,1060.89
2003-05-22,1070.23
2003-05-23,1073.25
2003-05-26,1074.22
2003-05-27,1087.72
2003-05-28,1086.81
2003-05-29,1084.31
2003-05-30,1084.93
2003-06-02,1099.31
2003-06-03,1102.39
2003-06-04,1118
2003-06-05,1121.74
2003-06-06,1124.48
2003-06-09,1118.29
2003-06-10,1122.78
2003-06-11,1146.65
2003-06-12,1152.35
2003-06-13,1142.02
2003-06-16,1153.89
2003-06-17,1148.79
2003-06-18,1143.91
2003-06-19,1131.78
2003-06-20,1134.35
2003-06-23,1122.84
2003-06-24,1117.82
2003-06-25,1120.48
2003-06-26,1110.98
2003-06-27,1105.55
2003-06-30,1099.83
2003-07-01,1098.49
2003-07-02,1102.99
2003-07-03,1100.66
2003-07-04,1101.05
2003-07-07,1109.17
2003-07-08,1098.95
2003-07-09,1094.65
2003-07-10,1082.24
2003-07-11,1088.91
2003-07-14,1091.22
2003-07-15,1075.65
2003-07-16,1071.41
2003-07-17,1077.74
2003-07-18,1086.53
2003-07-21,1086.36
2003-07-22,1094.51
2003-07-23,1100.56
2003-07-24,1107.5
2003-07-25,1109.73
2003-07-28,1114
2003-07-29,1103.1
2003-07-30,1095.23
2003-07-31,1099.41
2003-08-01,1091.24
2003-08-04,1093.16
2003-08-05,1094.72
